	-0.32	-0.92	2387
0.22	-0.33	-2.00	10542
0.17	-0.28	-2.00	10547
0.12	-0.25	-2.00	10552
0.09	-0.23	-2.00	10556
0.08	-0.23	-2.00	10562
0.08	-0.21	-2.00	10566
0.10	-0.19	-2.00	10571
0.14	-0.20	-1.87	10576
0.19	-0.20	-1.68	10582
0.24	-0.18	-1.49	10586
0.29	-0.18	-1.32	10592
0.32	-0.19	-1.17	10596
0.32	-0.21	-1.02	10601
0.25	-0.29	-0.91	10606
0.34	-0.15	-0.82	10610
0.25	-0.19	-0.74	10616
0.21	-0.15	-0.69	10620
0.17	-0.12	-0.66	10626
0.13	-0.09	-0.65	10631
0.09	-0.07	-0.65	10636
0.05	-0.06	-0.66	10640
0.02	-0.05	-0.68	10646
-0.00	-0.03	-0.72	10650
-0.01	-0.01	-0.76	10655
-0.01	-0.00	-0.79	10660
-0.02	0.00	-0.80	10665
-0.02	0.01	-0.82	10670
-0.02	0.01	-0.83	10676
-0.03	0.01	-0.84	10680
-0.02	-0.01	-0.83	10685
-0.03	-0.01	-0.83	10690
-0.03	-0.02	-0.83	10695
-0.03	-0.02	-0.83	10699
-0.02	-0.01	-0.85	10705
0.01	-0.00	-0.85	10710
0.03	-0.00	-0.86	10715
0.05	-0.01	-0.86	10720
0.07	-0.01	-0.87	10725
0.09	-0.01	-0.89	10729
0.11	-0.00	-0.90	10734
0.14	-0.00	-0.90	10739
0.16	0.00	-0.89	10744
0.17	-0.01	-0.89	10749
0.19	-0.03	-0.87	10755
0.19	-0.04	-0.84	10759
0.20	-0.05	-0.82	10764
0.20	-0.07	-0.81	10769
0.21	-0.08	-0.80	10774
0.22	-0.09	-0.81	10779
0.23	-0.08	-0.81	10784
0.23	-0.09	-0.82	10788
0.23	-0.08	-0.82	10793
0.24	-0.08	-0.82	10799
0.24	-0.08	-0.83	10804
0.25	-0.08	-0.84	10809
0.25	-0.08	-0.84	10814
0.24	-0.09	-0.85	10818
0.24	-0.09	-0.87	10823
0.24	-0.08	-0.89	10828
0.22	-0.08	-0.89	10833
0.20	-0.08	-0.88	10839
0.19	-0.09	-0.89	10844
0.17	-0.09	-0.90	10848
0.15	-0.08	-0.92	10853
0.13	-0.08	-0.92	10858
0.12	-0.08	-0.94	10863
0.10	-0.08	-0.94	10868
0.10	-0.08	-0.94	10873
0.10	-0.08	-0.94	10877
0.11	-0.07	-0.96	10883
0.10	-0.07	-0.97	10888
0.12	-0.07	-0.98	10893
0.11	-0.07	-0.98	10897
0.10	-0.08	-0.99	10903
0.09	-0.08	-0.99	10907
0.07	-0.08	-1.01	10912
0.05	-0.08	-1.01	10917
0.05	-0.07	-1.02	10923
0.04	-0.06	-1.04	10927
0.04	-0.06	-1.05	10932
0.04	-0.05	-1.06	10937
0.04	-0.06	-1.07	10942
0.05	-0.07	-1.05	10947
0.05	-0.07	-1.04	10952
0.06	-0.06	-1.02	10956
0.07	-0.06	-1.00	10961
0.09	-0.06	-0.99	10967
0.10	-0.06	-0.97	10972
0.13	-0.06	-0.94	10977
0.14	-0.06	-0.93	10982
0.16	-0.07	-0.93	10987
0.18	-0.08	-0.90	10991
0.19	-0.09	-0.89	10996
0.20	-0.10	-0.89	11001
0.20	-0.10	-0.90	11006
0.20	-0.09	-0.92	11012
0.19	-0.09	-0.94	11017
0.19	-0.09	-0.95	11021
0.18	-0.09	-0.96	11026
0.17	-0.10	-0.96	11031
0.17	-0.11	-0.97	11036
0.17	-0.10	-0.98	11041
0.18	-0.10	-0.99	11046
0.19	-0.10	-1.01	11051
0.20	-0.10	-1.02	11056
0.21	-0.10	-1.02	11061
0.20	-0.11	-1.04	11066
0.20	-0.13	-1.06	11070
0.19	-0.13	-1.09	11076
0.18	-0.13	-1.13	11080
0.17	-0.13	-1.16	11085
0.16	-0.13	-1.19	11090
0.16	-0.12	-1.21	11095
0.15	-0.12	-1.24	11101
0.15	-0.12	-1.26	11105
0.14	-0.13	-1.27	11110
0.14	-0.14	-1.27	11115
0.14	-0.15	-1.27	11120
0.14	-0.17	-1.27	11125
0.16	-0.16	-1.28	11130
0.15	-0.16	-1.31	11134
0.15	-0.16	-1.34	11140
0.14	-0.16	-1.37	11145
0.14	-0.16	-1.43	11150
0.12	-0.16	-1.48	11155
0.11	-0.15	-1.54	11159
0.10	-0.14	-1.59	11164
0.08	-0.14	-1.64	11169
0.08	-0.14	-1.68	11174
0.08	-0.15	-1.73	11180
0.09	-0.16	-1.75	11185
0.09	-0.16	-1.78	11189
0.09	-0.17	-1.80	11194
0.06	-0.18	-1.82	11199
0.04	-0.17	-1.85	11204
-0.00	-0.17	-1.89	11209
-0.07	-0.17	-1.97	11214
-0.15	-0.16	-2.00	11218
-0.22	-0.16	-2.00	11224
-0.30	-0.14	-2.00	11229
-0.36	-0.12	-2.00	11234
-0.38	-0.10	-2.00	11239
-0.38	-0.08	-2.00	11243
-0.34	-0.07	-2.00	11248
-0.27	-0.07	-2.00	11253
-0.20	-0.07	-2.00	11258
-0.08	-0.09	-2.00	11264
0.02	-0.12	-2.00	11269
0.11	-0.17	-2.00	11273
0.17	-0.24	-2.00	11278
0.24	-0.32	-2.00	11283
0.28	-0.39	-2.00	11288
0.30	-0.44	-1.83	11293
0.32	-0.49	-1.65	11298
0.36	-0.50	-1.46	11302
0.39	-0.48	-1.22	11308
0.46	-0.50	-0.97	11313
0.50	-0.50	-0.70	11318
0.53	-0.50	-0.44	11323
0.55	-0.49	-0.18	11328
0.58	-0.53	0.12	11332
0.61	-0.58	0.41	11337
0.62	-0.62	0.68	11342
0.65	-0.62	0.92	11347
0.68	-0.67	1.17	11353
0.73	-0.71	1.42	11358
0.76	-0.73	1.70	11362
0.82	-0.73	2.00	11367
0.85	-0.73	2.00	11372
0.84	-0.75	2.00	11377
0.77	-0.75	2.00	11382
0.68	-0.67	2.00	11387
0.60	-0.55	2.00	11392
0.48	-0.47	2.00	11397
0.31	-0.45	2.00	11402
0.16	-0.37	2.00	11407
0.21	-0.12	2.00	11411
-0.03	-0.12	2.00	11416
-0.24	-0.13	2.00	11421
-0.07	0.10	2.00	11426
-0.20	-0.02	2.00	11431
-0.17	-0.08	2.00	11437
-0.08	-0.15	2.00	11441
0.00	-0.25	1.76	11446
0.05	-0.36	1.43	11451
0.05	-0.48	1.07	11456
0.01	-0.61	0.61	11461
-0.08	-0.73	0.06	11466
-0.11	-0.76	-0.47	11470
-0.08	-0.81	-1.03	11475
-0.03	-0.80	-1.64	11481
0.06	-0.83	-2.00	11486
0.13	-0.87	-2.00	11491
0.33	-0.83	-2.00	11496
0.32	-0.91	-2.00	11500
0.45	-0.90	-2.00	11505
0.54	-0.86	-2.00	11510
0.61	-0.79	-2.00	11515
0.54	-0.74	-2.00	11521
0.55	-0.67	-2.00	11525
0.51	-0.58	-2.00	11530
0.49	-0.49	-2.00	11535
0.46	-0.41	-2.00	11540
0.41	-0.37	-2.00	11545
0.36	-0.34	-2.00	11550
0.31	-0.31	-2.00	11554
0.26	-0.30	-2.00	11559
0.21	-0.26	-2.00	11565
0.18	-0.24	-2.00	11570
0.15	-0.23	-2.00	11575
0.12	-0.21	-2.00	11580
0.11	-0.20	-2.00	11584
0.10	-0.18	-1.99	11589
0.10	-0.14	-1.83	11594
0.12	-0.13	-1.70	11599
0.13	-0.14	-1.57	11604
0.15	-0.16	-1.44	11610
0.17	-0.18	-1.32	11614
0.18	-0.18	-1.17	11619
0.18	-0.19	-1.05	11624
0.15	-0.20	-0.95	11629
0.10	-0.24	-0.85	11634
0.11	-0.15	-0.79	11638
0.04	-0.14	-0.74	11643
-0.00	-0.13	-0.70	11649
-0.03	-0.10	-0.68	11654
-0.06	-0.08	-0.69	11659
-0.06	-0.05	-0.71	11664
-0.07	-0.05	-0.75	11668
-0.06	-0.04	-0.79	11673
-0.04	-0.03	-0.82	11678
-0.03	-0.02	-0.84	11683
-0.02	-0.02	-0.85	11688
-0.01	-0.03	-0.85	11694
0.00	-0.04	-0.84	11698
0.01	-0.04	-0.83	11703
0.03	-0.04	-0.81	11708
0.04	-0.04	-0.79	11713
0.05	-0.04	-0.77	11718
0.06	-0.05	-0.75	11723
0.06	-0.06	-0.71	11727
0.07	-0.07	-0.69	11732
0.09	-0.08	-0.68	11738
0.11	-0.07	-0.68	11743
0.13	-0.07	-0.70	11748
0.16	-0.07	-0.72	11753
0.18	-0.07	-0.73	11757
0.21	-0.06	-0.75	11762
0.22	-0.06	-0.77	11767
0.23	-0.06	-0.78	11772
0.25	-0.07	-0.78	11778
0.26	-0.08	-0.79	11783
0.27	-0.08	-0.78	11787
0.28	-0.09	-0.76	11792
0.27	-0.10	-0.74	11797
0.26	-0.11	-0.74	11802
0.25	-0.12	-0.74	11807
0.23	-0.13	-0.75	11811
0.22	-0.14	-0.75	11816
0.21	-0.13	-0.77	11822
0.19	-0.13	-0.81	11827
0.17	-0.12	-0.85	11832
0.16	-0.11	-0.88	11837
0.15	-0.10	-0.92	11841
0.15	-0.09	-0.96	11846
0.15	-0.08	-0.97	11851
0.15	-0.08	-0.99	11856
0.15	-0.09	-0.99	11862
0.15	-0.09	-0.99	11867
0.14	-0.10	-0.98	11871
0.13	-0.11	-0.97	11876
0.12	-0.11	-0.96	11881
0.12	-0.11	-0.96	11886
0.10	-0.11	-0.96	11891
0.09	-0.11	-0.97	11896
0.08	-0.11	-0.98	11900
0.08	-0.11	-0.99	11906
0.07	-0.10	-1.01	11911
0.08	-0.09	-1.01	11916
0.08	-0.08	-1.01	11920
0.08	-0.08	-1.00	11926
0.10	-0.08	-0.99	11930
0.11	-0.07	-0.97	11935
0.14	-0.07	-0.96	11940
0.15	-0.06	-0.94	11945
0.17	-0.07	-0.93	11951
0.18	-0.08	-0.93	11955
0.18	-0.09	-0.92	11960
0.18	-0.10	-0.93	11965
0.17	-0.12	-0.93	11970
0.16	-0.13	-0.94	11975
0.16	-0.13	-0.96	11979
0.15	-0.13	-0.98	11984
0.15	-0.12	-1.01	11990
0.16	-0.11	-1.04	11995
0.16	-0.11	-1.07	12000
0.17	-0.11	-1.08	12005
0.18	-0.11	-1.10	12009
0.19	-0.13	-1.11	12014
0.20	-0.14	-1.13	12019
0.21	-0.15	-1.15	12024
0.21	-0.15	-1.17	12029
0.20	-0.15	-1.21	12035
0.19	-0.16	-1.26	12039
0.19	-0.16	-1.29	12045
0.18	-0.16	-1.33	12049
0.17	-0.16	-1.37	12054
0.16	-0.15	-1.40	12059
0.15	-0.15	-1.44	12063
0.14	-0.15	-1.46	12069
0.13	-0.14	-1.49	12073
0.12	-0.14	-1.50	12079
0.12	-0.14	-1.52	12084
0.11	-0.14	-1.54	12089
0.10	-0.15	-1.58	12094
0.08	-0.15	-1.61	12099
0.07	-0.15	-1.65	12103
0.05	-0.15	-1.70	12108
0.03	-0.16	-1.75	12113
0.01	-0.17	-1.81	12119
-0.01	-0.18	-1.88	12124
-0.01	-0.18	-1.94	12128
-0.00	-0.17	-1.99	12133
0.00	-0.19	-2.00	12138
0.02	-0.20	-2.00	12143
0.03	-0.21	-2.00	12147
0.04	-0.21	-2.00	12153
0.06	-0.21	-2.00	12157
0.05	-0.21	-2.00	12163
0.04	-0.20	-2.00	12168
0.03	-0.19	-2.00	12173
0.00	-0.18	-2.00	12178
-0.03	-0.18	-2.00	12182
-0.05	-0.17	-2.00	12188
-0.04	-0.16	-2.00	12192
-0.03	-0.15	-2.00	12197
-0.01	-0.16	-2.00	12203
0.03	-0.17	-2.00	12207
0.09	-0.19	-2.00	12212
0.15	-0.22	-2.00	12217
0.20	-0.25	-1.92	12222
0.26	-0.30	-1.75	12227
0.31	-0.35	-1.56	12232
0.37	-0.40	-1.34	12236
0.40	-0.44	-1.11	12242
0.42	-0.48	-0.88	12247
0.47	-0.53	-0.63	12252
0.49	-0.55	-0.38	12257
0.46	-0.56	-0.13	12262
0.48	-0.56	0.10	12266
0.50	-0.57	0.35	12272
0.48	-0.58	0.54	12276
0.48	-0.60	0.76	12281
0.49	-0.57	1.00	12286
0.46	-0.54	1.25	12292
0.40	-0.66	1.54	12296
0.50	-0.43	1.76	12301
0.46	-0.46	2.00	12306
0.45	-0.47	2.00	12311
0.39	-0.50	2.00	12316
0.31	-0.55	2.00	12321
0.24	-0.55	2.00	12325
0.15	-0.54	2.00	12331
0.10	-0.43	2.00	12336
0.03	-0.33	2.00	12341
-0.03	-0.23	2.00	12346
-0.06	-0.14	2.00	12351
-0.08	-0.08	2.00	12355
-0.10	-0.05	2.00	12360
-0.06	-0.09	2.00	12365
-0.00	-0.14	2.00	12370
0.04	-0.22	1.99	12376
0.09	-0.28	1.73	12381
0.13	-0.36	1.44	12385
0.14	-0.46	1.12	12390
0.12	-0.55	0.75	12395
0.09	-0.61	0.32	12400
0.04	-0.68	-0.16	12405
0.01	-0.78	-0.69	12410
-0.03	-0.83	-1.28	12414
0.00	-0.78	-1.90	12420
-0.07	-0.89	-2.00	12425
0.02	-0.86	-2.00	12430
0.10	-0.76	-2.00	12435
0.30	-0.78	-2.00	12440
0.41	-0.73	-2.00	12444
0.35	-0.78	-2.00	12449
0.40	-0.71	-2.00	12454
0.44	-0.62	-2.00	12460
0.43	-0.52	-2.00	12465
0.41	-0.44	-2.00	12470
0.34	-0.41	-2.00	12474
0.26	-0.39	-2.00	12479
0.19	-0.39	-2.00	12484
0.17	-0.33	-2.00	12489
0.14	-0.25	-2.00	12494
0.12	-0.27	-2.00	12499
0.08	-0.43	-2.00	12504
0.21	-0.11	-2.00	12509
0.17	-0.25	-1.96	12514
0.19	-0.25	-1.76	12519
0.22	-0.21	-1.59	12524
0.26	-0.17	-1.44	12528
0.29	-0.15	-1.29	12533
0.31	-0.16	-1.17	12538
0.32	-0.16	-1.05	12544
0.29	-0.20	-0.94	12548
0.30	-0.15	-0.84	12554
0.27	-0.15	-0.75	12558
0.24	-0.13	-0.67	12563
0.19	-0.12	-0.60	12568
0.12	-0.14	-0.54	12573
0.11	-0.09	-0.50	12577
0.05	-0.11	-0.47	12583
0.02	-0.11	-0.47	12588
0.00	-0.11	-0.48	12593
-0.02	-0.11	-0.51	12598
-0.03	-0.10	-0.55	12603
-0.02	-0.10	-0.58	12608
0.00	-0.10	-0.63	12613
0.01	-0.10	-0.68	12617
0.00	-0.09	-0.74	12622
0.01	-0.08	-0.79	12627
0.00	-0.06	-0.83	12633
-0.00	-0.04	-0.87	12637
-0.01	-0.03	-0.88	12642
-0.03	-0.02	-0.91	12647
-0.03	-0.01	-0.92	12652
-0.03	0.00	-0.91	12657
-0.01	0.00	-0.92	12662
0.01	-0.00	-0.91	12666
0.02	-0.01	-0.90	12672
0.04	-0.02	-0.89	12677
0.06	-0.02	-0.88	12682
0.08	-0.02	-0.88	12687
0.11	-0.02	-0.88	12692
0.14	-0.03	-0.89	12696
0.15	-0.03	-0.89	12701
0.16	-0.04	-0.88	12706
0.17	-0.06	-0.88	12711
0.18	-0.08	-0.88	12717
0.19	-0.08	-0.88	12722
0.21	-0.09	-0.89	12726
0.23	-0.08	-0.90	12731
0.24	-0.08	-0.90	12736
0.25	-0.08	-0.92	12741
0.26	-0.08	-0.91	12746
0.26	-0.08	-0.90	12751
0.25	-0.09	-0.88	12755
0.24	-0.10	-0.85	12761
0.21	-0.10	-0.83	12766
0.19	-0.11	-0.81	12771
0.17	-0.09	-0.81	12776
0.16	-0.09	-0.83	12781
0.15	-0.09	-0.84	12785
0.14	-0.09	-0.86	12790
0.13	-0.10	-0.88	12795
0.13	-0.10	-0.92	12801
0.14	-0.10	-0.95	12806
0.15	-0.09	-0.97	12811
0.16	-0.09	-1.00	12815
0.17	-0.09	-1.02	12820
0.18	-0.09	-1.02	12825
0.17	-0.09	-1.02	12830
0.17	-0.09	-1.00	12835
0.16	-0.09	-0.98	12840
0.14	-0.10	-0.96	12845
0.12	-0.09	-0.96	12850
0.10	-0.08	-0.96	12855
0.09	-0.06	-0.96	12860
0.07	-0.06	-0.96	12864
0.06	-0.06	-0.96	12870
0.05	-0.06	-0.96	12874
0.06	-0.06	-0.97	12879
0.06	-0.06	-0.97	12884
0.08	-0.05	-0.98	12890
0.09	-0.06	-0.98	12894
0.10	-0.07	-0.99	12899
0.12	-0.07	-0.99	12904
0.14	-0.07	-0.98	12909
0.14	-0.08	-0.97	12914
0.15	-0.08	-0.97	12919
0.17	-0.09	-0.97	12923
0.18	-0.09	-0.98	12929
0.19	-0.09	-0.97	12934
0.20	-0.10	-0.99	12939
0.19	-0.09	-0.98	12944
0.18	-0.09	-0.99	12949
0.17	-0.10	-1.01	12953
0.16	-0.10	-1.02	12958
0.15	-0.11	-1.04	12963
0.15	-0.10	-1.04	12968
0.14	-0.10	-1.06	12974
0.14	-0.10	-1.06	12979
0.15	-0.11	-1.08	12983
0.16	-0.11	-1.09	12988
0.16	-0.12	-1.10	12993
0.18	-0.14	-1.11	12998
0.19	-0.15	-1.12	13003
0.21	-0.15	-1.14	13007
0.21	-0.16	-1.17	13012
0.21	-0.16	-1.21	13018
0.21	-0.15	-1.25	13023
0.21	-0.15	-1.29	13028
0.20	-0.15	-1.32	13033
0.18	-0.15	-1.36	13037
0.17	-0.14	-1.40	13042
0.16	-0.14	-1.46	13047
0.15	-0.14	-1.50	13052
0.15	-0.15	-1.53	13058
0.16	-0.15	-1.56	13063
0.16	-0.15	-1.60	13067
0.16	-0.14	-1.64	13072
0.15	-0.14	-1.68	13077
0.13	-0.14	-1.72	13082
0.11	-0.14	-1.76	13087
0.09	-0.14	-1.80	13091
0.06	-0.13	-1.84	13096
0.04	-0.13	-1.89	13102
0.00	-0.12	-1.94	13107
-0.02	-0.13	-1.99	13112
-0.05	-0.13	-2.00	13117
-0.07	-0.13	-2.00	13121
-0.07	-0.13	-2.00	13126
-0.07	-0.12	-2.00	13131
-0.06	-0.11	-2.00	13136
-0.05	-0.11	-2.00	13142
-0.06	-0.09	-2.00	13147
-0.07	-0.09	-2.00	13151
-0.05	-0.09	-2.00	13156
-0.03	-0.09	-2.00	13161
-0.01	-0.09	-2.00	13166
0.02	-0.09	-2.00	13171
0.06	-0.10	-2.00	13176
0.10	-0.11	-2.00	13180
0.16	-0.13	-2.00	13186
0.21	-0.16	-2.00	13191
0.28	-0.21	-1.94	13196
0.33	-0.27	-1.77	13201
0.37	-0.31	-1.58	13206
0.41	-0.36	-1.36	13210
0.44	-0.40	-1.12	13215
0.48	-0.44	-0.90	13220
0.50	-0.47	-0.66	13225
0.50	-0.51	-0.39	13231
0.57	-0.53	-0.12	13235
0.58	-0.56	0.12	13240
0.58	-0.61	0.34	13245
0.53	-0.79	0.55	13250
0.71	-0.62	0.68	13255
0.65	-0.67	0.85	13260
0.66	-0.65	0.96	13264
0.64	-0.59	1.10	13270
0.61	-0.53	1.25	13275
0.56	-0.49	1.45	13280
0.52	-0.49	1.66	13285
0.39	-0.78	1.88	13290
0.52	-0.32	2.00	13294
0.33	-0.50	2.00	13299
0.24	-0.52	2.00	13304
0.13	-0.51	2.00	13309
0.04	-0.45	2.00	13315
-0.09	-0.40	2.00	13320
-0.17	-0.30	2.00	13325
-0.27	-0.25	2.00	13329
-0.31	-0.16	2.00	13334
-0.34	-0.12	2.00	13339
-0.33	-0.16	2.00	13344
-0.29	-0.20	2.00	13349
-0.23	-0.24	2.00	13353
-0.14	-0.32	1.89	13359
-0.08	-0.44	1.59	13364
-0.06	-0.55	1.25	13369
-0.10	-0.71	0.82	13374
-0.14	-0.84	0.32	13379
-0.18	-0.91	-0.19	13383
-0.14	-0.86	-0.74	13388
-0.22	-0.91	-1.32	13393
-0.24	-0.92	-1.98	13399
-0.20	-0.88	-2.00	13404
-0.11	-0.89	-2.00	13408
0.08	-0.75	-2.00	13413
0.24	-0.71	-2.00	13418
0.39	-0.67	-2.00	13423
0.42	-0.59	-2.00	13428
0.41	-0.54	-2.00	13433
0.43	-0.46	-2.00	13437
0.46	-0.38	-2.00	13443
0.40	-0.35	-2.00	13448
0.40	-0.33	-2.00	13453
0.37	-0.33	-2.00	13458
0.37	-0.33	-2.00	13463
0.35	-0.42	-2.00	13467
0.31	-0.21	-2.00	13472
0.29	-0.25	-2.00	13477
0.27	-0.22	-2.00	13483
0.25	-0.24	-2.00	13488
0.23	-0.23	-1.85	13493
0.21	-0.25	-1.67	13497
0.23	-0.15	-1.55	13502
0.24	-0.18	-1.41	13507
0.26	-0.18	-1.30	13512
0.27	-0.18	-1.21	13517
0.28	-0.17	-1.13	13521
0.28	-0.17	-1.05	13527
0.27	-0.15	-1.00	13532
0.25	-0.13	-0.94	13537
0.21	-0.11	-0.91	13542
0.17	-0.09	-0.87	13547
0.07	-0.13	-0.83	13551
0.10	-0.03	-0.80	13556
0.04	-0.04	-0.78	13561
-0.01	-0.06	-0.77	13566
-0.04	-0.07	-0.75	13572
-0.06	-0.07	-0.77	13577
-0.08	-0.06	-0.78	13581
-0.09	-0.05	-0.82	13586
-0.08	-0.02	-0.85	13591
-0.07	-0.03	-0.86	13596
-0.05	-0.04	-0.87	13601
-0.04	-0.06	-0.88	13605
-0.01	-0.07	-0.89	13611
0.01	-0.08	-0.90	13616
0.03	-0.07	-0.91	13621
0.05	-0.07	-0.92	13626
0.05	-0.05	-0.92	13631
0.04	-0.05	-0.91	13635
0.04	-0.04	-0.89	13640
0.03	-0.04	-0.89	13645
0.03	-0.03	-0.89	13650
0.03	-0.03	-0.89	13656
0.02	-0.03	-0.89	13661
0.03	-0.02	-0.89	13666
0.05	-0.02	-0.90	13670
0.07	-0.03	-0.92	13675
0.10	-0.02	-0.92	13680
0.13	-0.03	-0.94	13685
0.14	-0.02	-0.93	13689
0.16	-0.03	-0.93	13696
0.18	-0.03	-0.91	13700
0.19	-0.04	-0.91	13705
0.21	-0.05	-0.89	13710
0.22	-0.07	-0.87	13715
0.24	-0.08	-0.87	13719
0.24	-0.10	-0.86	13724
0.24	-0.11	-0.86	13729
0.24	-0.11	-0.86	13734
0.25	-0.12	-0.87	13740
0.24	-0.12	-0.88	13745
0.23	-0.11	-0.88	13749
0.23	-0.11	-0.88	13754
0.21	-0.11	-0.88	13759
0.21	-0.10	-0.88	13764
0.20	-0.09	-0.89	13769
0.20	-0.09	-0.89	13773
0.21	-0.09	-0.91	13778
0.21	-0.08	-0.90	13784
0.21	-0.08	-0.92	13789
0.20	-0.09	-0.91	13794
0.20	-0.10	-0.90	13799
0.19	-0.09	-0.90	13804
0.19	-0.09	-0.90	13808
0.18	-0.08	-0.91	13813
0.18	-0.09	-0.92	13818
0.17	-0.09	-0.94	13824
0.17	-0.09	-0.95	13829
0.15	-0.10	-0.97	13834
0.14	-0.09	-0.99	13838
0.13	-0.08	-1.01	13843
0.13	-0.08	-1.02	13848
0.13	-0.07	-1.04	13853
0.12	-0.07	-1.04	13858
0.12	-0.06	-1.05	13863
0.12	-0.06	-1.06	13868
0.13	-0.06	-1.06	13873
0.14	-0.07	-1.06	13878
0.15	-0.07	-1.06	13883
0.16	-0.08	-1.04	13888
0.17	-0.08	-1.04	13893
0.18	-0.09	-1.03	13897
0.19	-0.09	-1.01	13902
0.19	-0.09	-1.00	13907
0.18	-0.09	-0.98	13912
0.18	-0.08	-0.97	13918
0.18	-0.07	-0.94	13922
0.16	-0.10	-0.92	13927
0.15	-0.11	-0.93	13932
0.16	-0.10	-0.93	13937
0.17	-0.09	-0.92	13941
0.18	-0.08	-0.90	13947
0.12	-0.17	-0.94	13952
0.05	-0.06	-0.94	13957
0.34	-0.07	-0.95	13962
0.18	-0.09	-0.97	13967
0.17	-0.10	-0.99	13971
0.17	-0.10	-1.01	13977
0.18	-0.10	-1.01	13981
0.18	-0.10	-1.02	13986
0.18	-0.11	-1.02	13991
0.17	-0.12	-1.03	13997
0.17	-0.12	-1.03	14001
0.16	-0.12	-1.01	14007
0.16	-0.12	-1.01	14011
0.16	-0.13	-1.00	14016
0.16	-0.13	-0.99	14021
0.16	-0.13	-0.99	14026
0.16	-0.13	-0.99	14030
0.15	-0.14	-1.00	14036
0.16	-0.14	-1.01	14041
0.16	-0.15	-1.03	14046
0.17	-0.14	-1.06	14051
0.17	-0.14	-1.09	14055
0.18	-0.13	-1.12	14061
0.18	-0.12	-1.14	14065
0.18	-0.12	-1.16	14070
0.19	-0.12	-1.18	14075
0.19	-0.12	-1.18	14081
0.20	-0.12	-1.20	14086
0.20	-0.13	-1.19	14091
0.20	-0.14	-1.19	14095
0.20	-0.14	-1.18	14100
0.20	-0.15	-1.19	14105
0.19	-0.14	-1.21	14110
0.17	-0.13	-1.23	14115
0.15	-0.14	-1.26	14120
0.14	-0.15	-1.29	14125
0.13	-0.15	-1.32	14130
0.12	-0.15	-1.37	14135
0.12	-0.15	-1.42	14140
0.12	-0.15	-1.49	14145
0.13	-0.14	-1.54	14149
0.14	-0.15	-1.58	14154
0.15	-0.16	-1.62	14159
0.15	-0.16	-1.66	14164
0.13	-0.16	-1.70	14170
0.11	-0.16	-1.74	14175
0.08	-0.17	-1.78	14179
0.05	-0.17	-1.83	14184
0.02	-0.18	-1.91	14189
-0.01	-0.18	-1.99	14194
-0.04	-0.16	-2.00	14199
-0.06	-0.15	-2.00	14203
-0.09	-0.14	-2.00	14209
-0.12	-0.15	-2.00	14214
-0.12	-0.14	-2.00	14219
-0.11	-0.13	-2.00	14224
-0.10	-0.14	-2.00	14229
-0.06	-0.16	-2.00	14233
-0.01	-0.17	-2.00	14238
0.03	-0.20	-2.00	14243
0.06	-0.24	-2.00	14248
0.11	-0.29	-2.00	14254
0.15	-0.33	-2.00	14259
0.18	-0.36	-2.00	14263
0.20	-0.39	-2.00	14268
0.22	-0.42	-1.96	14273
0.23	-0.46	-1.81	14278
0.25	-0.51	-1.63	14283
0.27	-0.56	-1.45	14287
0.31	-0.58	-1.27	14292
0.37	-0.57	-1.06	14298
0.41	-0.55	-0.83	14303
0.46	-0.56	-0.59	14308
0.49	-0.57	-0.34	14313
0.55	-0.56	-0.00	14317
0.61	-0.57	0.27	14322
0.63	-0.60	0.62	14327
0.64	-0.64	0.97	14332
0.61	-0.63	1.35	14338
0.60	-0.62	1.71	14343
0.63	-0.56	2.00	14347
0.63	-0.46	2.00	14352
0.61	-0.36	2.00	14357
0.59	-0.26	2.00	14362
0.57	-0.18	2.00	14367
0.50	-0.16	2.00	14372
0.44	-0.14	2.00	14376
0.38	-0.12	2.00	14382
0.32	-0.11	2.00	14387
0.25	-0.10	2.00	14392
0.20	-0.09	2.00	14397
0.18	-0.09	2.00	14401
0.15	-0.10	2.00	14406
0.12	-0.18	2.00	14411
0.09	-0.28	2.00	14416
0.08	-0.37	1.96	14422
0.04	-0.47	1.60	14427
0.00	-0.58	1.17	14431
-0.05	-0.66	0.80	14436
-0.07	-0.71	0.42	14441
-0.06	-0.76	0.02	14446
-0.03	-0.82	-0.37	14451
0.00	-0.90	-0.73	14456
0.04	-0.98	-1.09	14460
0.10	-1.06	-1.41	14466
0.17	-1.13	-1.72	14471
0.18	-1.20	-2.00	14476
0.14	-1.26	-2.00	14481
0.12	-1.27	-2.00	14486
0.09	-1.24	-2.00	14490
0.13	-1.13	-2.00	14495
0.18	-1.02	-2.00	14500
0.19	-0.93	-2.00	14505
0.28	-0.81	-2.00	14511
0.23	-0.75	-2.00	14516
0.31	-0.67	-2.00	14520
0.34	-0.62	-2.00	14525
0.31	-0.61	-2.00	14530
0.27	-0.60	-2.00	14535
0.26	-0.57	-2.00	14540
0.22	-0.57	-2.00	14544
0.19	-0.57	-2.00	14550
0.13	-0.56	-2.00	14555
0.09	-0.57	-2.00	14560
0.08	-0.56	-2.00	14565
0.10	-0.54	-2.00	14570
0.12	-0.51	-2.00	14574
0.16	-0.48	-2.00	14579
0.18	-0.44	-2.00	14584
0.20	-0.41	-2.00	14589
0.22	-0.38	-2.00	14595
0.21	-0.37	-2.00	14600
