	-0.32	-0.92	2387
0.03	-0.19	-0.51	18667
0.03	-0.18	-0.52	18671
0.04	-0.18	-0.53	18676
0.05	-0.17	-0.55	18681
0.06	-0.17	-0.57	18686
0.07	-0.17	-0.61	18691
0.08	-0.15	-0.65	18697
0.08	-0.13	-0.68	18701
0.08	-0.12	-0.71	18706
0.08	-0.12	-0.72	18711
0.08	-0.11	-0.74	18716
0.08	-0.10	-0.75	18720
0.08	-0.10	-0.77	18726
0.10	-0.10	-0.76	18731
0.10	-0.11	-0.74	18736
0.10	-0.10	-0.73	18741
0.10	-0.11	-0.72	18746
0.11	-0.10	-0.71	18750
0.13	-0.11	-0.71	18756
0.15	-0.12	-0.72	18760
0.17	-0.12	-0.75	18765
0.19	-0.13	-0.78	18770
0.21	-0.13	-0.81	18776
0.23	-0.13	-0.84	18780
0.25	-0.13	-0.86	18785
0.26	-0.13	-0.88	18790
0.27	-0.13	-0.90	18795
0.28	-0.13	-0.91	18800
0.30	-0.14	-0.92	18804
0.30	-0.14	-0.92	18809
0.29	-0.15	-0.91	18814
0.30	-0.15	-0.90	18820
0.31	-0.17	-0.85	18825
0.27	-0.18	-0.82	18830
0.26	-0.16	-0.78	18834
0.23	-0.17	-0.79	18840
0.22	-0.16	-0.80	18844
0.21	-0.14	-0.80	18849
0.20	-0.14	-0.82	18854
0.21	-0.14	-0.85	18860
0.21	-0.14	-0.89	18864
0.24	-0.14	-0.92	18870
0.24	-0.13	-0.95	18874
0.24	-0.13	-0.98	18879
0.25	-0.13	-0.98	18884
0.25	-0.14	-0.99	18889
0.25	-0.15	-0.98	18893
0.24	-0.16	-0.97	18899
0.22	-0.16	-0.96	18904
0.20	-0.15	-0.93	18909
0.17	-0.14	-0.92	18914
0.15	-0.14	-0.91	18918
0.13	-0.14	-0.90	18923
0.11	-0.14	-0.91	18928
0.09	-0.13	-0.92	18933
0.09	-0.13	-0.94	18938
0.10	-0.14	-0.96	18944
0.11	-0.15	-0.97	18948
0.13	-0.15	-0.99	18953
0.15	-0.16	-1.00	18958
0.17	-0.17	-1.01	18963
0.19	-0.18	-1.01	18968
0.22	-0.19	-1.00	18973
0.23	-0.20	-0.99	18977
0.24	-0.21	-0.98	18983
0.24	-0.21	-0.96	18988
0.24	-0.21	-0.95	18993
0.24	-0.21	-0.95	18998
0.22	-0.20	-0.95	19003
0.21	-0.20	-0.95	19007
0.20	-0.19	-0.96	19013
0.19	-0.19	-0.98	19017
0.17	-0.19	-1.01	19022
0.16	-0.19	-1.04	19027
0.16	-0.18	-1.08	19033
0.17	-0.17	-1.12	19037
0.19	-0.18	-1.15	19042
0.20	-0.18	-1.19	19047
0.22	-0.19	-1.22	19052
0.23	-0.18	-1.24	19057
0.25	-0.18	-1.27	19061
0.25	-0.18	-1.30	19067
0.25	-0.18	-1.32	19072
0.24	-0.17	-1.37	19077
0.21	-0.16	-1.41	19082
0.21	-0.15	-1.46	19087
0.20	-0.15	-1.52	19092
0.17	-0.15	-1.58	19097
0.16	-0.15	-1.64	19101
0.16	-0.14	-1.71	19106
0.16	-0.14	-1.76	19111
0.17	-0.14	-1.81	19117
0.18	-0.15	-1.86	19122
0.19	-0.17	-1.91	19126
0.19	-0.18	-1.95	19131
0.20	-0.18	-2.00	19136
0.20	-0.19	-2.00	19141
0.20	-0.21	-2.00	19146
0.20	-0.21	-2.00	19151
0.21	-0.23	-2.00	19155
0.21	-0.23	-2.00	19161
0.19	-0.23	-2.00	19166
0.18	-0.23	-2.00	19171
0.16	-0.22	-2.00	19175
0.12	-0.22	-2.00	19181
0.10	-0.22	-2.00	19185
0.09	-0.23	-2.00	19190
0.08	-0.23	-2.00	19195
0.09	-0.22	-2.00	19201
0.11	-0.22	-2.00	19205
0.14	-0.24	-2.00	19210
0.19	-0.28	-2.00	19215
0.25	-0.32	-2.00	19220
0.30	-0.36	-2.00	19225
0.36	-0.40	-1.92	19230
0.40	-0.44	-1.79	19234
0.43	-0.48	-1.64	19240
0.48	-0.54	-1.46	19245
0.50	-0.56	-1.27	19250
0.50	-0.60	-1.05	19255
0.50	-0.65	-0.83	19259
0.51	-0.66	-0.62	19265
0.50	-0.68	-0.41	19269
0.52	-0.69	-0.20	19274
0.49	-0.70	-0.00	19279
0.51	-0.66	0.21	19284
0.49	-0.67	0.46	19289
0.46	-0.69	0.74	19294
0.49	-0.70	1.12	19299
0.55	-0.85	1.56	19304
0.62	-0.70	2.00	19309
0.62	-0.78	2.00	19314
0.62	-0.86	2.00	19318
0.59	-0.81	2.00	19323
0.55	-0.63	2.00	19329
0.49	-0.52	2.00	19334
0.43	-0.43	2.00	19339
0.39	-0.34	2.00	19344
0.36	-0.33	2.00	19349
0.31	-0.38	2.00	19353
0.27	-0.36	2.00	19358
0.22	-0.36	2.00	19363
0.10	-0.40	2.00	19368
-0.00	-0.42	2.00	19374
-0.16	-0.45	1.98	19379
-0.37	-0.51	1.41	19383
-0.58	-0.50	0.87	19388
-0.73	-0.51	0.38	19393
-0.79	-0.49	-0.10	19398
-0.80	-0.50	-0.61	19403
-0.76	-0.43	-1.05	19407
-0.50	-0.57	-1.52	19412
-0.36	-0.63	-2.00	19418
-0.26	-0.69	-2.00	19423
-0.07	-0.71	-2.00	19428
0.02	-0.74	-2.00	19433
0.13	-0.74	-2.00	19437
0.09	-0.65	-2.00	19442
0.21	-0.59	-2.00	19447
0.23	-0.47	-2.00	19452
0.28	-0.36	-2.00	19458
0.30	-0.32	-2.00	19463
0.31	-0.30	-2.00	19467
0.28	-0.32	-2.00	19472
0.29	-0.32	-2.00	19477
0.31	-0.33	-2.00	19482
0.31	-0.30	-2.00	19487
0.33	-0.27	-2.00	19491
0.32	-0.25	-2.00	19496
0.31	-0.21	-2.00	19502
0.32	-0.17	-2.00	19507
0.30	-0.13	-2.00	19512
0.28	-0.10	-2.00	19517
0.25	-0.09	-2.00	19521
0.24	-0.10	-1.99	19526
0.22	-0.09	-1.88	19531
0.20	-0.06	-1.78	19536
0.17	-0.03	-1.71	19542
0.13	-0.01	-1.63	19547
0.10	0.00	-1.55	19551
0.05	-0.01	-1.47	19556
-0.01	-0.04	-1.35	19561
0.00	0.03	-1.24	19566
-0.05	-0.02	-1.17	19571
-0.08	-0.03	-1.11	19576
-0.10	-0.03	-1.07	19580
-0.10	-0.00	-1.02	19586
-0.10	-0.02	-0.99	19591
-0.10	-0.03	-0.97	19596
-0.09	-0.02	-0.96	19601
-0.08	-0.02	-0.94	19606
-0.07	-0.02	-0.93	19610
-0.06	-0.02	-0.93	19615
-0.06	-0.01	-0.92	19620
-0.04	0.00	-0.91	19625
-0.05	0.02	-0.91	19631
-0.05	0.02	-0.90	19635
-0.04	0.02	-0.88	19640
-0.03	0.01	-0.86	19645
-0.02	0.01	-0.83	19650
-0.01	0.02	-0.80	19655
0.00	0.02	-0.78	19660
0.01	0.02	-0.74	19665
0.03	0.01	-0.72	19670
0.04	0.01	-0.69	19675
0.05	0.01	-0.67	19680
0.06	0.01	-0.66	19685
0.07	0.01	-0.65	19689
0.08	-0.00	-0.66	19694
0.09	-0.00	-0.68	19699
0.11	-0.01	-0.69	19704
0.12	-0.01	-0.71	19709
0.13	-0.02	-0.73	19715
0.14	-0.03	-0.74	19720
0.15	-0.04	-0.74	19724
0.16	-0.05	-0.75	19729
0.17	-0.05	-0.75	19734
0.18	-0.06	-0.75	19739
0.19	-0.07	-0.74	19744
0.20	-0.09	-0.73	19749
0.21	-0.10	-0.73	19753
0.21	-0.10	-0.74	19759
0.21	-0.10	-0.75	19764
0.21	-0.10	-0.78	19769
0.19	-0.10	-0.80	19774
0.18	-0.08	-0.83	19779
0.16	-0.07	-0.86	19783
0.15	-0.06	-0.88	19788
0.13	-0.06	-0.91	19793
0.12	-0.05	-0.94	19799
0.12	-0.06	-0.94	19804
0.12	-0.06	-0.95	19809
0.11	-0.06	-0.95	19813
0.12	-0.07	-0.95	19818
0.12	-0.07	-0.96	19823
0.11	-0.07	-0.96	19827
0.10	-0.08	-0.97	19833
0.10	-0.08	-0.98	19837
0.06	-0.12	-1.00	19843
0.14	-0.02	-1.02	19848
0.09	-0.06	-1.04	19853
0.08	-0.07	-1.06	19857
0.06	-0.09	-1.09	19862
0.05	-0.08	-1.13	19867
0.04	-0.05	-1.16	19872
0.03	-0.04	-1.19	19877
0.03	-0.04	-1.21	19883
0.03	-0.05	-1.21	19887
0.03	-0.06	-1.19	19892
0.04	-0.07	-1.18	19897
0.04	-0.07	-1.16	19902
0.04	-0.07	-1.17	19907
0.04	-0.08	-1.17	19912
0.05	-0.07	-1.18	19916
0.06	-0.07	-1.18	19921
0.04	-0.08	-1.20	19927
0.10	-0.05	-1.20	19932
0.10	-0.06	-1.20	19937
0.08	-0.06	-1.21	19942
0.06	-0.07	-1.21	19946
0.07	-0.06	-1.21	19951
0.06	-0.06	-1.20	19956
0.05	-0.05	-1.20	19961
0.04	-0.05	-1.20	19966
0.03	-0.05	-1.19	19972
0.04	-0.04	-1.18	19976
0.07	-0.04	-1.18	19981
0.06	-0.04	-1.19	19986
0.05	-0.07	-1.20	19991
0.04	-0.08	-1.22	19996
0.09	-0.07	-1.24	20001
0.09	-0.07	-1.26	20005
0.09	-0.07	-1.29	20011
0.10	-0.06	-1.34	20016
0.11	-0.06	-1.38	20021
0.12	-0.06	-1.40	20026
0.12	-0.07	-1.43	20031
0.11	-0.07	-1.46	20035
0.11	-0.07	-1.50	20040
0.10	-0.08	-1.54	20045
0.09	-0.08	-1.60	20050
0.06	-0.08	-1.66	20056
0.05	-0.07	-1.73	20061
0.03	-0.07	-1.81	20065
0.02	-0.08	-1.89	20070
0.01	-0.09	-1.99	20075
-0.01	-0.06	-2.00	20080
-0.02	-0.03	-2.00	20085
-0.02	-0.01	-2.00	20090
-0.03	-0.01	-2.00	20094
-0.04	-0.00	-2.00	20100
-0.04	-0.00	-2.00	20105
-0.06	-0.00	-2.00	20110
-0.09	-0.00	-2.00	20115
-0.11	-0.01	-2.00	20120
-0.11	-0.01	-2.00	20124
-0.10	-0.01	-2.00	20129
-0.07	-0.00	-2.00	20134
-0.05	-0.02	-2.00	20140
-0.01	-0.05	-2.00	20145
0.03	-0.09	-2.00	20149
0.08	-0.15	-2.00	20154
0.15	-0.23	-2.00	20159
0.20	-0.30	-2.00	20164
0.25	-0.36	-1.89	20169
0.29	-0.42	-1.71	20174
0.33	-0.50	-1.52	20178
0.37	-0.56	-1.31	20184
0.43	-0.61	-1.10	20189
0.47	-0.64	-0.90	20194
0.50	-0.68	-0.70	20199
0.54	-0.70	-0.52	20204
0.61	-0.70	-0.28	20208
0.66	-0.71	-0.11	20213
0.68	-0.72	0.10	20218
0.70	-0.72	0.30	20224
0.71	-0.74	0.55	20229
0.69	-0.81	0.87	20233
0.54	-1.00	1.19	20238
0.84	-0.79	1.51	20243
0.63	-0.92	1.92	20248
0.56	-0.87	2.00	20253
0.56	-0.83	2.00	20258
0.47	-0.81	2.00	20263
0.36	-0.76	2.00	20268
0.26	-0.68	2.00	20273
0.21	-0.60	2.00	20278
0.16	-0.58	2.00	20283
0.15	-0.56	2.00	20287
0.16	-0.53	2.00	20292
0.23	-0.47	2.00	20297
0.29	-0.41	2.00	20302
0.27	-0.45	2.00	20307
0.39	-0.43	2.00	20313
0.42	-0.52	2.00	20317
0.42	-0.63	2.00	20322
0.37	-0.72	1.73	20327
0.30	-0.80	1.28	20332
0.06	-0.82	0.78	20337
0.03	-0.93	0.26	20342
-0.19	-0.94	-0.28	20346
-0.33	-0.97	-0.81	20352
-0.36	-0.90	-1.35	20357
-0.42	-0.87	-1.91	20362
-0.47	-0.88	-2.00	20367
-0.42	-0.83	-2.00	20372
-0.29	-0.87	-2.00	20376
-0.15	-0.74	-2.00	20381
0.05	-0.70	-2.00	20386
0.11	-0.63	-2.00	20391
0.16	-0.56	-2.00	20397
0.21	-0.49	-2.00	20402
0.23	-0.46	-2.00	20406
0.28	-0.42	-2.00	20411
0.20	-0.44	-2.00	20416
0.17	-0.41	-2.00	20421
0.23	-0.34	-2.00	20426
0.23	-0.29	-2.00	20431
0.20	-0.26	-2.00	20435
0.17	-0.31	-2.00	20441
0.16	-0.15	-2.00	20446
0.16	-0.19	-2.00	20451
0.17	-0.18	-1.99	20456
0.18	-0.17	-1.89	20460
0.19	-0.16	-1.82	20465
0.20	-0.14	-1.76	20470
0.21	-0.12	-1.68	20475
0.20	-0.10	-1.61	20481
0.18	-0.10	-1.53	20486
0.16	-0.10	-1.47	20490
0.11	-0.06	-1.42	20495
0.09	-0.05	-1.36	20500
0.06	-0.06	-1.31	20505
0.03	-0.04	-1.23	20510
0.03	-0.05	-1.21	20515
0.01	-0.07	-1.19	20519
-0.00	-0.08	-1.13	20525
-0.01	-0.09	-1.09	20530
-0.00	-0.10	-1.08	20535
-0.02	-0.11	-1.06	20540
-0.04	-0.12	-1.06	20545
-0.02	-0.10	-1.06	20549
-0.03	-0.11	-1.06	20554
-0.01	-0.11	-1.05	20559
-0.01	-0.10	-1.05	20564
0.00	-0.11	-1.04	20570
0.01	-0.10	-1.03	20574
0.02	-0.10	-1.01	20579
0.03	-0.09	-0.99	20584
0.04	-0.07	-0.96	20589
0.05	-0.07	-0.92	20594
0.06	-0.08	-0.89	20599
0.05	-0.09	-0.86	20603
0.07	-0.08	-0.85	20609
0.06	-0.08	-0.81	20614
0.03	-0.08	-0.80	20619
0.02	-0.06	-0.81	20624
0.02	-0.05	-0.81	20628
0.03	-0.04	-0.83	20634
0.03	-0.03	-0.83	20638
0.04	-0.01	-0.84	20643
0.07	0.01	-0.86	20648
0.08	0.02	-0.87	20654
0.09	0.02	-0.87	20658
0.12	0.02	-0.87	20663
0.13	0.01	-0.86	20668
0.15	0.00	-0.85	20673
0.17	-0.02	-0.84	20678
0.18	-0.03	-0.82	20683
0.19	-0.05	-0.81	20687
0.20	-0.07	-0.80	20692
0.22	-0.08	-0.77	20698
0.25	-0.11	-0.77	20703
0.24	-0.14	-0.79	20708
0.25	-0.15	-0.79	20713
0.26	-0.14	-0.80	20717
0.26	-0.14	-0.81	20722
0.26	-0.14	-0.82	20727
0.27	-0.15	-0.84	20732
0.29	-0.14	-0.85	20738
0.27	-0.14	-0.86	20743
0.29	-0.14	-0.87	20747
0.29	-0.14	-0.91	20752
0.28	-0.13	-0.91	20757
0.30	-0.12	-0.89	20762
0.29	-0.13	-0.89	20767
0.29	-0.14	-0.90	20772
0.25	-0.13	-0.90	20776
0.24	-0.13	-0.90	20782
0.22	-0.12	-0.90	20787
0.21	-0.11	-0.92	20792
0.18	-0.12	-0.93	20797
0.16	-0.12	-0.94	20801
0.14	-0.11	-0.97	20806
0.12	-0.11	-0.99	20811
0.08	-0.10	-1.01	20816
0.07	-0.09	-1.03	20822
0.07	-0.08	-1.04	20827
0.06	-0.07	-1.05	20831
0.06	-0.07	-1.05	20836
0.05	-0.07	-1.04	20841
0.05	-0.07	-1.03	20846
0.09	-0.07	-1.00	20851
0.09	-0.09	-0.98	20856
0.11	-0.10	-0.97	20860
0.10	-0.08	-0.94	20866
0.10	-0.10	-0.92	20871
0.11	-0.10	-0.92	20876
0.09	-0.11	-0.93	20880
0.09	-0.10	-0.92	20886
0.10	-0.09	-0.92	20890
0.11	-0.07	-0.92	20895
0.11	-0.07	-0.92	20900
0.12	-0.06	-0.94	20905
0.12	-0.06	-0.96	20910
0.13	-0.07	-0.97	20916
0.13	-0.07	-1.00	20920
0.14	-0.06	-1.00	20925
0.15	-0.06	-1.00	20930
0.16	-0.06	-1.00	20935
0.17	-0.07	-1.01	20939
0.18	-0.07	-1.02	20944
0.18	-0.08	-1.03	20950
0.19	-0.08	-1.03	20955
0.19	-0.09	-1.03	20960
0.20	-0.10	-1.03	20965
0.21	-0.12	-1.03	20969
0.21	-0.13	-1.02	20974
0.21	-0.14	-1.01	20979
0.22	-0.14	-0.99	20984
0.22	-0.14	-1.00	20989
0.22	-0.13	-1.00	20995
0.21	-0.11	-0.99	20999
0.20	-0.09	-1.00	21004
0.20	-0.07	-0.99	21009
0.20	-0.06	-1.00	21014
0.20	-0.07	-0.99	21019
0.19	-0.07	-0.99	21024
0.18	-0.08	-1.00	21028
0.16	-0.08	-1.00	21033
0.16	-0.08	-1.00	21039
0.16	-0.07	-1.00	21044
0.16	-0.07	-1.01	21049
0.17	-0.07	-1.01	21054
0.17	-0.07	-1.02	21058
0.18	-0.08	-1.02	21063
0.18	-0.08	-1.02	21068
0.15	-0.10	-0.99	21073
0.20	-0.09	-1.00	21079
0.20	-0.11	-0.98	21084
0.21	-0.09	-0.99	21088
0.22	-0.16	-0.98	21093
0.24	-0.13	-0.99	21098
0.23	-0.12	-0.98	21103
0.22	-0.13	-0.98	21108
0.22	-0.14	-0.98	21113
0.21	-0.14	-0.99	21117
0.21	-0.13	-0.98	21123
0.21	-0.13	-0.98	21128
0.21	-0.12	-0.99	21133
0.20	-0.12	-1.00	21138
0.21	-0.11	-1.00	21143
0.21	-0.10	-1.00	21147
0.20	-0.10	-1.01	21152
0.20	-0.11	-1.01	21157
0.20	-0.11	-1.00	21163
0.20	-0.11	-0.99	21167
0.20	-0.11	-0.98	21173
0.19	-0.12	-0.96	21177
0.19	-0.13	-0.95	21182
0.19	-0.13	-0.94	21187
0.20	-0.14	-0.94	21192
0.21	-0.15	-0.93	21196
0.22	-0.15	-0.94	21202
0.23	-0.15	-0.95	21207
0.23	-0.14	-0.95	21212
0.24	-0.13	-0.96	21217
0.22	-0.13	-0.97	21222
0.22	-0.12	-0.98	21227
0.21	-0.10	-0.98	21231
0.20	-0.09	-0.99	21236
0.19	-0.08	-0.99	21241
0.19	-0.07	-0.99	21246
0.19	-0.07	-0.99	21252
0.18	-0.08	-0.98	21256
0.18	-0.09	-0.98	21262
0.18	-0.09	-0.96	21266
0.19	-0.10	-0.96	21271
0.19	-0.11	-0.95	21276
0.19	-0.11	-0.95	21281
0.20	-0.11	-0.95	21285
0.21	-0.12	-0.96	21291
0.24	-0.12	-0.96	21296
0.25	-0.12	-0.96	21301
0.25	-0.12	-0.97	21306
0.26	-0.12	-0.97	21310
0.27	-0.12	-0.97	21315
0.28	-0.12	-0.97	21320
0.29	-0.12	-0.97	21325
0.28	-0.11	-0.98	21330
0.28	-0.11	-0.97	21336
0.28	-0.11	-0.97	21340
0.27	-0.10	-0.97	21346
0.26	-0.11	-0.97	21350
0.25	-0.11	-0.96	21355
0.25	-0.11	-0.96	21360
0.26	-0.11	-0.96	21365
0.25	-0.10	-0.96	21369
0.25	-0.09	-0.97	21374
0.25	-0.09	-0.97	21380
0.25	-0.09	-0.95	21385
0.25	-0.09	-0.96	21390
0.25	-0.09	-0.95	21395
0.26	-0.09	-0.95	21399
0.26	-0.09	-0.94	21404
0.27	-0.09	-0.93	21409
0.29	-0.10	-0.94	21414
0.29	-0.10	-0.94	21420
0.29	-0.11	-0.94	21425
0.30	-0.11	-0.95	21429
0.31	-0.11	-0.95	21434
0.32	-0.11	-0.96	21439
0.32	-0.10	-0.96	21444
0.32	-0.09	-0.96	21449
0.32	-0.09	-0.96	21453
0.33	-0.09	-0.95	21458
0.33	-0.09	-0.94	21464
0.32	-0.08	-0.93	21469
0.32	-0.08	-0.93	21474
0.32	-0.07	-0.93	21479
0.33	-0.05	-0.92	21483
0.32	-0.05	-0.91	21488
0.31	-0.06	-0.94	21493
0.31	-0.05	-0.92	21498
0.33	-0.06	-0.91	21504
0.33	-0.06	-0.91	21509
0.33	-0.06	-0.91	21513
0.34	-0.07	-0.91	21518
0.35	-0.07	-0.91	21523
0.36	-0.07	-0.90	21528
0.36	-0.07	-0.90	21533
0.35	-0.07	-0.90	21538
0.36	-0.07	-0.91	21542
0.36	-0.07	-0.91	21548
0.36	-0.07	-0.91	21553
0.36	-0.07	-0.92	21558
0.37	-0.07	-0.91	21563
0.37	-0.08	-0.91	21568
0.37	-0.07	-0.91	21572
0.36	-0.06	-0.92	21577
0.36	-0.05	-0.92	21582
0.35	-0.05	-0.91	21587
0.34	-0.04	-0.91	21593
0.34	-0.03	-0.91	21598
0.33	-0.03	-0.89	21602
0.33	-0.04	-0.88	21607
0.34	-0.04	-0.88	21612
0.34	-0.05	-0.87	21617
0.35	-0.05	-0.86	21622
0.36	-0.05	-0.85	21626
0.37	-0.06	-0.85	21632
0.38	-0.06	-0.86	21637
0.37	-0.07	-0.87	21642
0.37	-0.05	-0.86	21647
0.37	-0.03	-0.87	21652
0.36	-0.04	-0.86	21656
0.35	-0.02	-0.88	21661
0.35	-0.02	-0.86	21666
0.44	0.08	-0.86	21671
0.27	0.04	-0.87	21677
0.30	-0.06	-0.81	21682
0.29	-0.06	-0.85	21686
0.32	-0.05	-0.86	21691
0.32	-0.02	-0.86	21696
0.31	-0.01	-0.86	21701
0.35	-0.00	-0.86	21706
0.37	-0.01	-0.86	21711
0.34	-0.04	-0.90	21715
0.36	-0.04	-0.91	21721
0.37	-0.03	-0.91	21726
0.44	-0.03	-0.91	21731
0.41	-0.07	-0.88	21736
0.43	-0.06	-0.88	21741
0.42	-0.07	-0.88	21745
0.41	-0.07	-0.87	21750
0.39	-0.06	-0.87	21755
0.38	-0.06	-0.88	21761
0.36	-0.05	-0.87	21766
0.34	-0.05	-0.87	21771
0.32	-0.06	-0.87	21775
0.31	-0.06	-0.87	21780
0.31	-0.07	-0.86	21785
0.28	-0.08	-0.85	21790
0.29	-0.09	-0.85	21794
0.31	-0.11	-0.82	21800
0.30	-0.09	-0.82	21805
0.30	-0.14	-0.83	21810
0.28	-0.16	-0.81	21815
0.30	-0.18	-0.83	21820
0.30	-0.20	-0.84	21824
0.39	-0.14	-0.78	21830
0.28	-0.18	-0.83	21834
0.29	-0.14	-0.80	21839
0.33	-0.09	-0.81	21844
0.24	-0.13	-0.73	21850
0.30	-0.15	-0.77	21854
0.25	-0.13	-0.86	21859
0.19	-0.13	-0.83	21864
0.19	-0.11	-0.80	21869
0.19	-0.15	-0.79	21874
0.17	-0.16	-0.74	21878
0.25	-0.08	-0.77	21883
0.07	-0.09	-0.73	21889
0.14	-0.19	-0.74	21894
0.07	-0.21	-0.76	21899
0.03	-0.24	-0.75	21904
0.15	-0.18	-0.68	21908
0.18	-0.19	-0.83	21913
0.15	-0.21	-0.95	21918
0.14	-0.18	-0.98	21923
0.17	-0.20	-0.96	21928
0.15	-0.15	-0.93	21934
0.22	-0.04	-0.75	21938
0.09	-0.27	-1.04	21943
0.06	-0.12	-1.14	21948
0.13	0.01	-0.97	21953
0.12	-0.33	-0.94	21958
-0.01	-0.07	-1.14	21963
0.04	-0.08	-1.01	21967
-0.01	-0.11	-0.97	21972
-0.01	-0.06	-0.97	21978
-0.08	-0.07	-0.97	21983
-0.08	-0.07	-0.99	21988
-0.09	-0.04	-1.04	21993
-0.16	-0.04	-1.00	21997
-0.20	-0.05	-0.91	22002
-0.23	-0.14	-1.05	22007
-0.14	-0.10	-1.10	22012
-0.15	-0.08	-1.07	22018
-0.13	-0.02	-1.02	22023
-0.10	0.04	-1.00	22028
-0.05	0.10	-0.99	22032
-0.15	-0.21	-1.93	22037
-0.04	0.35	-0.90	22042
0.12	0.26	-0.60	22047
0.06	0.17	-0.81	22051
-0.08	0.07	-1.47	22057
-0.06	0.11	-1.25	22062
-0.06	0.18	-1.03	22067
-0.05	0.21	-1.05	22072
-0.03	0.17	-1.04	22077
-0.08	0.14	-1.02	22081
-0.11	0.16	-0.97	22087
-0.13	0.13	-0.98	22091
-0.12	0.08	-0.97	22096
-0.15	-0.05	-0.97	22102
-0.03	-0.04	-0.97	22106
-0.01	-0.06	-1.00	22112
0.02	0.04	-1.01	22116
-0.06	0.04	-1.11	22121
-0.03	0.10	-1.08	22126
-0.05	0.13	-1.02	22131
0.04	0.17	-0.98	22135
0.04	0.12	-1.09	22140
0.06	0.14	-1.08	22146
0.03	0.09	-1.07	22151
0.04	0.10	-1.03	22156
0.04	0.09	-1.01	22161
0.04	0.08	-1.02	22166
0.04	0.05	-1.06	22170
-0.01	0.08	-1.03	22175
-0.04	0.19	-1.03	22180
-0.07	0.19	-1.15	22185
-0.08	0.13	-1.10	22190
-0.13	0.11	-0.95	22196
-0.12	0.06	-1.01	22200
-0.05	0.03	-1.16	22205
-0.06	0.04	-1.05	22210
-0.07	0.05	-1.03	22215
-0.05	0.06	-1.04	22219
-0.05	0.08	-1.07	22225
-0.09	0.12	-1.05	22230
-0.06	0.13	-1.04	22235
-0.07	0.14	-1.00	22240
-0.08	0.18	-0.92	22245
-0.07	0.18	-1.09	22249
-0.07	0.19	-1.10	22255
-0.09	0.21	-0.91	22259
-0.12	0.19	-0.98	22264
-0.12	0.28	-0.94	22269
-0.10	0.28	-0.89	22275
-0.08	0.22	-0.79	22279
-0.13	0.21	-0.94	22285
-0.10	0.09	-0.73	22289
-0.19	0.06	-0.91	22294
-0.13	0.08	-0.79	22299
-0.14	0.07	-0.88	22304
-0.12	0.05	-0.98	22308
-0.14	0.07	-0.99	22315
-0.14	0.05	-0.98	22319
-0.07	0.03	-0.89	22324
-0.12	0.03	-0.90	22329
-0.14	0.03	-0.85	22333
-0.21	0.02	-0.89	22339
-0.11	0.04	-0.83	22343
0.06	0.06	-0.68	22348
0.08	0.17	-0.87	22353
-0.03	0.29	-0.94	22359
-0.08	0.32	-0.92	22363
-0.09	0.25	-0.98	22368
-0.09	0.25	-1.23	22373
0.12	0.14	-1.02	22378
0.15	0.14	-0.99	22383
0.11	0.28	-1.08	22388
-0.02	0.30	-1.00	22392
0.02	0.20	-0.77	22397
0.02	0.29	-0.69	22403
-0.03	0.40	-0.75	22408
-0.05	0.38	-0.81	22413
0.16	0.46	-0.93	22418
0.21	0.53	-0.86	22423
-0.17	0.39	-0.97	22427
-0.29	0.22	-1.01	22432
-0.32	0.16	-1.05	22437
-0.35	0.13	-1.02	22443
-0.34	0.10	-1.03	22448
-0.76	-0.04	-1.02	22452
-0.72	-0.04	-1.15	22457
-0.43	0.05	-1.17	22462
-0.42	0.12	-1.13	22467
-0.48	0.20	-1.41	22472
-0.55	0.25	-1.49	22477
-0.49	0.36	-1.33	22481
-0.48	0.55	-1.16	22487
-0.54	0.58	-0.99	22492
-0.53	0.58	-0.76	22497
-0.45	0.52	-0.64	22502
-0.40	0.51	-0.60	22506
-0.42	0.50	-0.65	22511
-0.44	0.37	-0.85	22516
-0.46	0.19	-1.04	22521
-0.48	0.10	-1.18	22526
-0.44	0.18	-1.26	22532
-0.46	0.17	-1.34	22536
-0.47	0.15	-1.30	22542
-0.00	-0.80	-0.45	22546
-0.94	0.62	-0.79	22551
-0.52	0.72	-0.81	22556
-0.70	0.16	-0.89	22560
-0.92	0.11	-0.96	22566
-0.66	0.28	-0.94	22571
-0.48	0.26	-0.90	22576
-0.27	0.30	-0.84	22581
-0.15	0.30	-0.80	22586
-0.42	0.08	-0.75	22590
-0.44	0.14	-0.69	22596
-0.36	0.31	-0.75	22600
-0.44	0.10	-0.93	22605
-0.44	0.17	-0.89	22610
-0.54	0.36	-0.84	22616
-0.31	0.57	-0.92	22621
-0.27	0.49	-1.04	22626
-0.35	0.33	-0.96	22630
-0.63	0.03	-0.84	22635
-0.96	0.33	-0.32	22640
-0.37	-0.14	0.44	22645
-0.53	0.76	-0.26	22650
-0.61	0.29	-0.97	22654
-0.39	0.33	-1.23	22660
-0.56	0.38	-1.41	22665
-0.50	0.23	-1.52	22670
-0.50	0.08	-1.25	22675
-0.49	0.02	-1.03	22680
-0.41	0.11	-0.87	22684
-0.51	0.52	-0.62	22689
-0.44	0.46	-0.82	22694
-0.47	0.27	-0.86	22700
-0.43	0.28	-0.83	22705
-0.49	0.31	-0.83	22709
-0.48	0.32	-0.81	22714
-0.42	0.35	-0.79	22719
-0.45	0.31	-0.76	22724
-0.44	0.28	-0.76	22729
